hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,1,86,2015,September,37,9,0,2,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,68,0,Transient-Party,100,0,0,Canceled,08-09-2015,Matthew Allen,Matthew.Allen@yahoo.com,775-739-0812,************4159
City Hotel,0,41,2016,December,53,27,2,5,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220,,0,Transient-Party,69.29,0,0,Check-Out,03-01-2017,Kristen Carson,Kristen.Carson@mail.com,667-752-1185,************7080
City Hotel,1,289,2017,March,9,2,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,81.9,0,0,Canceled,17-05-2016,Maria Campbell,Maria_C@yahoo.com,218-029-2187,************7689
City Hotel,0,7,2017,March,12,20,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,,0,Transient,87.04,0,1,Check-Out,24-03-2017,Justin Walker,Walker_Justin79@xfinity.com,647-687-3333,************5013
City Hotel,0,1,2016,October,43,21,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,140,0,0,Check-Out,23-10-2016,Howard Warren,HWarren@zoho.com,837-532-6538,************3973
City Hotel,1,8,2015,September,39,23,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,120,0,1,No-Show,23-09-2015,Edward Ramsey,Edward_R@outlook.com,884-255-9378,************9822
City Hotel,0,172,2017,July,30,25,0,2,1,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,121.5,0,0,Check-Out,27-07-2017,Amy Walker,Amy_Walker46@gmail.com,616-982-2284,************2695
City Hotel,0,71,2017,March,13,29,0,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,,0,Transient,94,0,0,Check-Out,02-04-2017,Alexander Sampson,ASampson96@aol.com,379-905-4274,************5991
Resort Hotel,0,1,2016,March,12,16,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,40,0,0,Check-Out,17-03-2016,Jennifer Moreno,JenniferMoreno@xfinity.com,540-471-4222,************5593
Resort Hotel,1,119,2016,May,19,7,2,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,118,0,1,Canceled,11-01-2016,Amy Graves,Graves.Amy@comcast.net,260-725-4077,************4570
City Hotel,0,44,2016,October,42,11,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,126,0,1,Check-Out,14-10-2016,Robert Miller,Robert.M@hotmail.com,337-823-1697,************5471
City Hotel,0,271,2016,September,39,21,0,3,1,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,12,,0,Transient-Party,0,0,0,Check-Out,24-09-2016,Mrs. Tina Cooper DVM,Mrs..D@gmail.com,525-547-7948,************2097
City Hotel,0,59,2017,March,13,30,1,3,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,89.1,0,0,Check-Out,03-04-2017,Steven Whitehead,Whitehead.Steven90@xfinity.com,240-077-8275,************6082
City Hotel,0,164,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19,,0,Transient-Party,100,0,0,Check-Out,04-10-2015,Brian Robles,Brian.R51@hotmail.com,149-629-8477,************1252
City Hotel,0,158,2016,July,31,28,2,5,2,0,0,BB,DNK,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,109.53,0,1,Check-Out,04-08-2016,Tanya Briggs,Tanya_B@yahoo.com,929-283-5389,************8033
City Hotel,1,62,2016,September,37,4,2,2,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98.55,0,1,Canceled,25-08-2016,Elizabeth Martin,Martin.Elizabeth61@comcast.net,248-881-5499,************6088
City Hotel,1,62,2017,March,13,31,1,2,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,212.67,0,0,Canceled,29-01-2017,Donald Freeman,Donald.F@xfinity.com,771-981-7597,************6245
City Hotel,1,319,2017,July,29,19,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient,93.65,0,1,Canceled,12-07-2017,Brittany Turner,BTurner@comcast.net,806-507-1721,************3026
Resort Hotel,0,111,2017,July,29,17,2,5,2,1,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,131.07,0,2,Check-Out,24-07-2017,David Torres,David_Torres@aol.com,689-388-9016,************7727
City Hotel,0,30,2017,March,12,24,0,1,1,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,E,1,No Deposit,171,,0,Transient-Party,90,0,0,Check-Out,25-03-2017,Jill Barry,Jill_Barry@comcast.net,280-426-9030,************4089
Resort Hotel,0,98,2017,May,20,17,2,5,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8,,0,Transient,72,0,0,Check-Out,24-05-2017,Monica Bowman,Monica.B@mail.com,419-672-4467,************2467
City Hotel,0,221,2017,August,32,10,0,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,148.5,0,2,Check-Out,12-08-2017,Lauren Vasquez,Lauren.Vasquez@hotmail.com,865-799-8969,************7563
City Hotel,0,4,2016,February,8,19,0,1,1,0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,E,1,No Deposit,,67,0,Transient,81,0,0,Check-Out,20-02-2016,Douglas Stevens,DouglasStevens@att.com,770-317-7770,************2876
City Hotel,0,91,2016,July,30,23,2,3,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,105.3,0,1,Check-Out,28-07-2016,Jeffrey Edwards,JEdwards73@outlook.com,483-409-3417,************4795
City Hotel,0,36,2016,February,9,27,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient-Party,91.3,0,0,Check-Out,29-02-2016,Travis Phillips,Phillips.Travis@outlook.com,176-107-5178,************4528
Resort Hotel,0,94,2017,May,19,12,1,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,132,0,1,Check-Out,15-05-2017,Laura Chapman,Laura.C85@zoho.com,582-952-5672,************3466
City Hotel,0,465,2017,July,30,26,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,,0,Transient-Party,112.67,0,1,Check-Out,29-07-2017,Michael Robbins,Michael.Robbins20@protonmail.com,936-147-3927,************6454
City Hotel,0,75,2016,March,13,24,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,114.3,0,1,Check-Out,27-03-2016,Andrea Kennedy,Andrea_K15@zoho.com,425-882-5972,************7142
Resort Hotel,0,1,2015,September,38,16,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,150.25,0,0,Check-Out,20-09-2015,Monica Tate,Monica.T40@xfinity.com,327-043-8109,************5951
Resort Hotel,0,1,2016,October,44,25,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,66,0,1,Check-Out,26-10-2016,Alan Green,Green_Alan55@outlook.com,506-007-1660,************8400
City Hotel,1,233,2016,October,42,14,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,,0,Transient,90,0,0,Canceled,17-08-2016,Jonathan Mitchell,Jonathan_M@hotmail.com,912-235-4353,************4489
Resort Hotel,0,110,2015,September,38,17,1,3,1,0,0,BB,NLD,Direct,Direct,0,0,0,A,A,1,No Deposit,250,,0,Transient-Party,65,0,0,Check-Out,21-09-2015,Stephen Simmons MD,StephenMD@comcast.net,197-212-5132,************9480
City Hotel,0,191,2016,June,23,3,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,132,0,0,Check-Out,06-06-2016,Karen Ochoa,Karen_O83@yahoo.com,639-722-1029,************6854
City Hotel,1,29,2016,November,47,14,1,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,14,,0,Transient,100.38,0,2,Canceled,13-11-2016,Ray Taylor,RTaylor69@protonmail.com,997-974-7117,************3089
Resort Hotel,0,171,2016,September,39,19,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,,0,Transient,102,0,4,Check-Out,23-09-2016,Thomas Jenkins,Jenkins_Thomas@hotmail.com,361-504-3807,************2281
City Hotel,0,32,2015,November,47,20,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119,,0,Transient-Party,73,0,0,Check-Out,22-11-2015,Ann Wright,Ann_Wright25@protonmail.com,938-930-9527,************3522
City Hotel,1,334,2015,September,38,16,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,62,0,0,Canceled,02-07-2015,Morgan Zimmerman,MZimmerman97@xfinity.com,874-656-6194,************4598
City Hotel,1,38,2016,August,34,14,2,1,3,0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,151.47,0,0,Canceled,13-07-2016,Jamie Ramos,Jamie.Ramos78@verizon.com,780-861-6774,************8646
City Hotel,0,8,2015,November,46,11,0,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9,,0,Contract,107,0,1,Check-Out,14-11-2015,Ryan Lucas,Ryan_L36@zoho.com,353-206-7443,************3555
City Hotel,1,36,2017,June,26,29,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,160,0,1,Canceled,26-05-2017,Julie Huber,Julie_H55@att.com,163-902-3916,************7605
Resort Hotel,0,115,2016,June,25,12,2,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,81.62,0,2,Check-Out,14-06-2016,Anna Douglas,AnnaDouglas47@protonmail.com,374-858-6853,************7631
City Hotel,0,2,2017,January,1,7,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,121,0,0,Check-Out,10-01-2017,Carolyn Nash,Carolyn_N@hotmail.com,111-093-4715,************1098
City Hotel,0,215,2016,November,48,21,1,2,1,0,0,BB,ROU,Groups,Corporate,0,0,0,A,D,2,No Deposit,,233,0,Transient,75,0,1,Check-Out,24-11-2016,Daniel Hansen,Daniel.H@hotmail.com,636-217-4371,************7795
City Hotel,0,89,2016,July,31,26,1,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,121.8,0,1,Check-Out,01-08-2016,Luis Powell,Luis.Powell@outlook.com,418-758-9478,************1746
Resort Hotel,0,0,2017,June,22,2,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250,,0,Transient,115,0,0,Check-Out,04-06-2017,Jessica Robinson,JRobinson@comcast.net,403-733-6125,************5166
Resort Hotel,0,336,2016,September,38,15,0,3,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,,223,0,Transient-Party,60,0,0,Check-Out,18-09-2016,William Wilcox,Wilcox_William@comcast.net,231-990-7151,************1957
City Hotel,0,68,2015,September,40,29,0,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20,,0,Transient-Party,65,0,0,Check-Out,01-10-2015,William Newman,WilliamNewman@verizon.com,403-441-0746,************8489
City Hotel,0,200,2017,July,29,21,1,2,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,140.7,0,4,Check-Out,24-07-2017,Phillip Ward,Ward_Phillip@att.com,154-561-6813,************5992
City Hotel,0,105,2016,March,10,5,2,1,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,89.3,0,0,Check-Out,08-03-2016,Joseph Williams,JosephWilliams@att.com,380-231-1178,************6675
City Hotel,0,58,2016,September,37,5,2,5,3,0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,153.77,0,0,Check-Out,12-09-2016,John Holloway,JohnHolloway@outlook.com,322-513-0822,************2825
Resort Hotel,1,274,2015,October,40,3,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,96,,0,Transient,36.05,0,0,Canceled,12-08-2015,Jennifer Wu,Jennifer.Wu@outlook.com,877-071-2932,************5256
Resort Hotel,0,19,2016,December,51,17,0,1,2,0,0,HB,ESP,Direct,Direct,0,0,0,F,F,4,No Deposit,250,,0,Transient-Party,99,1,0,Check-Out,18-12-2016,Mrs. Amber Johnson,Mrs._J@outlook.com,106-141-1445,************9501
City Hotel,0,17,2015,December,52,24,1,3,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,28,,0,Transient,109,0,0,Check-Out,28-12-2015,Michael James,Michael.James@comcast.net,429-743-7842,************9707
City Hotel,0,140,2017,April,17,28,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119,,0,Transient-Party,130,0,1,Check-Out,02-05-2017,Jamie Cole,Jamie.C@hotmail.com,240-911-8979,************7185
City Hotel,1,32,2017,May,20,19,2,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,190,0,1,Canceled,21-04-2017,Elizabeth Cole,Elizabeth.C@yandex.com,941-422-5205,************2366
City Hotel,1,12,2017,June,23,6,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,140,0,1,Canceled,30-05-2017,John Nichols,Nichols_John@hotmail.com,175-412-5937,************3745
City Hotel,1,47,2016,November,46,11,1,2,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,1,Canceled,19-10-2016,Lisa Rodriguez,Lisa_Rodriguez@att.com,339-158-1255,************3337
City Hotel,1,418,2016,September,40,26,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,223,Transient-Party,75,0,0,Canceled,08-07-2016,Brian Cook,BrianCook@hotmail.com,516-634-3960,************5325
City Hotel,1,53,2016,September,40,26,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,105,0,0,Canceled,30-08-2016,Kathy Wolf,KathyWolf38@xfinity.com,147-943-9840,************2583
City Hotel,0,119,2017,June,23,5,2,5,2,0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,394,,0,Transient,121.1,0,2,Check-Out,12-06-2017,Matthew Williams,Matthew_Williams41@verizon.com,550-663-9263,************7817
City Hotel,0,179,2016,October,40,1,2,1,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,108.9,0,1,Check-Out,04-10-2016,Justin Lopez,Justin_Lopez20@hotmail.com,200-823-6874,************6635
City Hotel,0,101,2017,January,3,21,2,1,2,0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,1,Check-Out,24-01-2017,Patty Park,Patty.Park@att.com,693-286-1239,************5959
City Hotel,0,50,2015,August,35,25,0,4,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,,0,Transient-Party,62,0,0,Check-Out,29-08-2015,Duane Johnson,Duane.Johnson@yandex.com,336-939-2232,************8244
City Hotel,1,140,2017,April,17,28,2,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119,,0,Transient-Party,130,0,0,Canceled,20-03-2017,Krystal Berry,Berry.Krystal47@yahoo.com,425-564-6663,************3914
Resort Hotel,1,178,2016,July,27,1,2,5,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,,0,Transient,81,0,1,Canceled,12-02-2016,Paul Anderson,Paul_A@comcast.net,525-816-0516,************4411
City Hotel,0,13,2016,January,3,15,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89,0,2,Check-Out,17-01-2016,John Robinson,Robinson_John@yahoo.com,789-571-9528,************4754
City Hotel,0,33,2016,May,22,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108.9,0,0,Check-Out,26-05-2016,Tasha Williams,TashaWilliams@comcast.net,945-460-6796,************8242
City Hotel,1,162,2017,August,34,26,2,3,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Transient,235,0,0,Canceled,27-03-2017,Tim Bowman,Tim_B@outlook.com,203-621-5892,************4924
City Hotel,1,272,2017,June,24,14,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,Non Refund,,,71,Transient,110,0,0,Canceled,25-11-2016,Wendy Manning,Wendy.M@att.com,698-398-7672,************2158
Resort Hotel,1,103,2016,February,7,9,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332,,0,Transient-Party,50,0,0,Canceled,16-01-2016,Jacob Clements,JacobClements92@zoho.com,927-704-4977,************8179
City Hotel,0,13,2017,June,23,5,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,9,,0,Transient,186.67,0,2,Check-Out,08-06-2017,Andrea Hull,AHull@zoho.com,931-294-5452,************4652
Resort Hotel,0,40,2017,January,3,16,1,2,1,0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,55,0,0,Check-Out,19-01-2017,Elizabeth Briggs,Briggs.Elizabeth33@gmail.com,399-366-3995,************1033
Resort Hotel,0,7,2017,February,8,20,1,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,,0,Transient,42.24,0,1,Check-Out,25-02-2017,Terry Meadows,Terry_M@mail.com,959-385-4896,************2076
City Hotel,0,111,2017,April,14,3,1,1,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,,0,Transient-Party,95,0,1,Check-Out,05-04-2017,Andre Davila,AndreDavila81@verizon.com,314-868-4628,************5316
Resort Hotel,1,37,2015,July,30,19,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,154,0,0,Canceled,29-06-2015,Jessica Reese,Jessica.R@xfinity.com,871-933-4457,************2154
City Hotel,0,36,2016,May,20,11,0,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126.9,0,1,Check-Out,15-05-2016,Angela Ramos,Ramos_Angela@outlook.com,567-535-3775,************8389
City Hotel,1,44,2017,February,8,25,2,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.33,0,0,Canceled,27-01-2017,Jennifer Williams,Jennifer.Williams@gmail.com,398-159-2126,************3399
City Hotel,0,118,2016,August,33,11,0,1,2,0,1,BB,FRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,,0,Transient,114.3,0,1,Check-Out,12-08-2016,Justin Mccarty,JustinMccarty@zoho.com,634-978-2982,************9866
Resort Hotel,0,262,2015,September,39,21,1,3,2,0,0,HB,BEL,Groups,Corporate,0,0,0,A,A,0,No Deposit,183,,0,Transient-Party,91.2,0,0,Check-Out,25-09-2015,Kari Figueroa,Kari_F52@zoho.com,551-281-2339,************9728
Resort Hotel,0,343,2016,September,39,21,0,4,2,0,0,HB,BEL,Corporate,Corporate,0,0,0,A,A,0,No Deposit,183,,0,Transient-Party,92,0,0,Check-Out,25-09-2016,Gabriela Ellis,Gabriela_E@yahoo.com,736-025-9336,************8499
City Hotel,1,135,2016,May,20,9,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,79.72,0,1,Canceled,27-12-2015,Joseph Chang,Joseph.C@aol.com,161-751-3432,************1338
City Hotel,1,19,2016,July,27,2,2,2,2,0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,139,0,1,Canceled,16-06-2016,Timothy Dennis,Timothy_D72@yahoo.com,254-003-4373,************7537
City Hotel,1,111,2017,April,17,27,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31,,0,Transient,120,0,0,Canceled,06-01-2017,Teresa Yu,Teresa_Yu@hotmail.com,978-683-2660,************5540
Resort Hotel,0,175,2016,September,36,3,2,6,2,0,0,BB,,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,159.5,0,0,Check-Out,11-09-2016,Todd Hunter,ToddHunter@att.com,886-161-6590,************7055
City Hotel,0,20,2016,July,31,29,0,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,1,Check-Out,30-07-2016,Donald Brooks DDS,DDDS@att.com,765-320-0865,************1537
City Hotel,0,7,2015,September,38,19,2,1,2,0,0,BB,MEX,Direct,Direct,0,0,0,A,D,0,No Deposit,14,,0,Group,114,0,0,Check-Out,22-09-2015,Mark Best,Mark.B@att.com,858-503-9078,************5808
City Hotel,0,85,2016,December,49,3,1,1,1,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,9,,0,Transient,98,0,0,Check-Out,05-12-2016,Mikayla Anderson,Mikayla.Anderson@protonmail.com,488-907-4939,************2401
Resort Hotel,1,33,2017,February,7,17,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,68,0,0,Canceled,17-01-2017,Steven Long,StevenLong92@gmail.com,315-927-2344,************2537
City Hotel,1,205,2016,October,43,18,0,4,2,0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,85.5,0,2,No-Show,18-10-2016,Tammy Hamilton,Tammy.Hamilton71@mail.com,459-772-0393,************3385
City Hotel,0,7,2015,September,37,7,1,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,111.33,0,0,Check-Out,10-09-2015,Keith Boone,KeithBoone65@protonmail.com,908-531-9807,************7521
Resort Hotel,1,128,2017,January,3,20,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,42,0,2,Canceled,19-09-2016,Kathryn Dean,Kathryn_D@outlook.com,312-693-7985,************7219
Resort Hotel,0,3,2017,June,24,17,0,1,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,H,H,1,No Deposit,,,0,Transient,225,0,0,Check-Out,18-06-2017,Sarah Maxwell,Maxwell_Sarah@yandex.com,862-879-7404,************4685
Resort Hotel,0,16,2016,November,45,2,0,3,2,0,0,BB,NOR,Direct,Direct,1,0,1,D,D,1,No Deposit,250,,0,Transient,55.08,0,3,Check-Out,05-11-2016,Gina Hicks,Gina_Hicks@xfinity.com,257-262-8332,************7275
City Hotel,0,15,2016,February,8,19,0,1,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67,0,Transient-Party,81,0,0,Check-Out,20-02-2016,Sara Clayton,Sara_Clayton56@hotmail.com,231-287-1451,************9239
Resort Hotel,0,5,2015,December,51,19,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,43,0,1,Check-Out,20-12-2015,Kathy Hopkins,KathyHopkins36@yandex.com,791-965-4581,************8503
City Hotel,1,314,2016,October,42,12,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,,68,Transient,75,0,0,Canceled,28-06-2016,Ryan Thompson,Thompson.Ryan@xfinity.com,664-805-8190,************6038
City Hotel,0,9,2016,February,8,14,2,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient-Party,87,0,1,Check-Out,18-02-2016,Theresa Rodriguez,Rodriguez_Theresa27@mail.com,270-361-4667,************3636
Resort Hotel,0,2,2016,November,48,24,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,484,0,Transient,48.4,0,1,Check-Out,25-11-2016,Jason Duran,Jason_D@gmail.com,275-694-7731,************7469
City Hotel,0,1,2017,March,10,8,0,4,1,0,0,BB,AGO,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,98.48,0,1,Check-Out,12-03-2017,Ernest Cohen,ECohen@aol.com,571-520-2029,************6360
Resort Hotel,0,243,2016,October,41,6,2,3,1,0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,0,No Deposit,91,,0,Transient-Party,55.1,0,0,Check-Out,11-10-2016,Judy Soto,Judy.Soto@xfinity.com,957-096-8401,************8275
City Hotel,0,0,2016,December,52,18,0,0,0,0,0,BB,PRT,Online TA,TA/TO,1,0,0,D,K,1,No Deposit,7,,0,Transient,0,0,1,Check-Out,18-12-2016,Felicia Johnson,Felicia.J@protonmail.com,395-627-6525,************2917
City Hotel,0,89,2017,April,17,24,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,85,0,0,Check-Out,27-04-2017,Tiffany Campbell,Tiffany.Campbell71@outlook.com,410-793-2769,************7323
City Hotel,1,95,2016,August,32,1,1,2,1,1,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,123.15,0,0,Canceled,23-06-2016,Shane King,Shane.King@yahoo.com,461-716-6420,************1603
Resort Hotel,0,90,2015,December,53,30,0,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,158.67,0,0,Check-Out,02-01-2016,Sara Johnson,Sara.Johnson@aol.com,360-468-6302,************3459
City Hotel,0,75,2017,February,7,17,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,96.9,0,2,Check-Out,21-02-2017,Nicholas Schultz,Nicholas_S@mail.com,263-375-6071,************1448
Resort Hotel,0,6,2016,May,22,23,1,0,1,0,0,BB,PRT,Corporate,Direct,1,0,4,A,H,0,No Deposit,,399,0,Transient,63,0,1,Check-Out,24-05-2016,Angela Wagner,Angela_Wagner@hotmail.com,180-569-8839,************5927
City Hotel,0,95,2016,April,17,20,0,2,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35,,0,Transient-Party,98,0,0,Check-Out,22-04-2016,Julie Smith,JSmith@protonmail.com,659-212-9869,************2138
